Brands,Type,SKU,MPN,Name,Description,Short description,Categories
TapeTech,variation,"TKSS-TT-12,TKSS-TT-12","TapeTech Premium Stainless Steel Taping Knife - 12""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,variation,"TKSS-TT-14,TKSS-TT-14","TapeTech Premium Stainless Steel Taping Knife - 14""",,,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels,
TapeTech,simple,TMK01TT,TMK01TT,TapeTech ATF Tool Maintenance Kit,"<p><strong>Introducing a Tool Maintenance Kit, specifically designed by TapeTech, for Automatic Taping and Finishing Tools.</strong> ""The right tools for the job."" Whether you're doing routine maintenance or advanced repair, this one of a kind 12-piece Kit contains size-specific tools to get the job done right. Included in this kit are 4 Nut Drivers, 4 T-Handle Allen Keys, 1 Standard Hex Key, and 2 Custom Feeler Gauges (for calibrating the blades on finishing boxes and corner finishers). The foam-lined case keeps all your tools in one place, organized and protected, for storage or transport. The TapeTech ATF Tool Maintenance Kit is a must-have for all professional drywall finishers.</p>","Introducing a Tool Maintenance Kit, specifically designed by TapeTech, for Automatic Taping and Finishing Tools. ""The right tools for the job."" Whethe",Drywall Finishing Tools > TapeTech > Cleaning & Maintenance
TapeTech,simple,TTBBS,TTBBS,TapeTech Basic Box Set TTBBS,"<p><strong>TapeTech Basic Box Set TTBBS Pre-packaged drywall flat finishing kit configured with the most popular flat box sizes and extendable flat box handle.</strong> Great place to start for hand finishers that want to increase speed, and a great value for seasoned drywall pros. Functions: Finishes joints on walls and ceilings (extra reach with Xtender) Most popular TapeTech finishing kit 5 Year TapeTech Warranty Includes: 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Loading Pump 76TT Flat Box Filler 90TT Flat Box Xtender Handle 88TTE</p>",TapeTech Basic Box Set TTBBS Pre-packaged drywall flat finishing kit configured with the most popular flat box sizes and extendable flat box handle. G,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTBTS,TTBTS,TapeTech Basic Taping Set TTBTS,"<p><strong>TapeTech Basic Taping Set TTBTS Pre-packaged Taping Set gives the drywall professional or remodeler everything necessary to string tape and complete first coat finish on corners.</strong> TapeTech drywall tools for taping and complete finishing of drywall corners, flats and butt joints. TapeTech Taping Tools are known worldwide, and can be considered the most recognized drywall tools for automatic taping and finishing. Tape Tech Taping Tools by Ames offer a 5 year warranty against manufacturer defects. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT Corner Roller 15TTE 3"" EZ Roll™ Adjustable Corner Finisher 48TT Loading Pump 76TT Gooseneck 85TT Corner Finisher Adaptor CFATT Fiberglass Support Handle FHTT</p>",TapeTech Basic Taping Set TTBTS Pre-packaged Taping Set gives the drywall professional or remodeler everything necessary to string tape and complete f,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTCFS,TTCFS,TapeTech Corner Finishing Set TTCFS,"<p><strong>TapeTech Corner Finishing Set TTCFS Pre-packaged drywall corner finishing kit configured with the most popular size Corner applicator and finisher.</strong> Includes Bazooka Pump with filler for increased efficiency. A great value for seasoned drywall pros. Functions: Finishes tape on inside corners 5 Year TapeTech Warranty Includes: 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT Loading Pump 76TT Flat Box Filler 90TT Extendable Handle XHTT</p>",TapeTech Corner Finishing Set TTCFS Pre-packaged drywall corner finishing kit configured with the most popular size Corner applicator and finisher. In,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTPFB,TTPFB,TapeTech Paper Faced Bead Pro Set TTPFB,<p><strong>Description TapeTech Paper Faced Bead Pro Set TTPFB Pre-packaged Paper Faced Bead set includes the MudRunner Corner Applicator.</strong> The MudRunner is the easiest angle box or corner applicator that you will ever use. Because you don’t have to expend effort squeezing out compound by forcing the tool into the corner. The Outside Corner Roller to firmly embed paper-faced corner bead on external drywall corners. The 90°Outside Corner Mud Head and 90°Inside Corner Mud Head apply a consistent base coat of joint compound on internal and external corners. The Extendable XHTT Handle reaches from 43″-77″. This is a great set for any drywall professional. Functions: Applies compound both inside or outside corners Perfect for installing paper-faced bead products 5 Year TapeTech Warranty Includes: MudRunner Applicator 14TT Outside Corner Roller 17TT 90°Outside Corner Mud Head 16TT 90°Inside Corner Mud Head 16TT90 Loading Pump 76TT Flat Box Filler 90TT Corner Finisher Adaptor CFATT Extendable Handle XHTT</p>,Description TapeTech Paper Faced Bead Pro Set TTPFB Pre-packaged Paper Faced Bead set includes the MudRunner Corner Applicator. The MudRunner is the e,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTPPS,TTPPS,TapeTech Pro Performance Set TTPPS,"<p><strong>TapeTech Pro Performance Set TTPPS All the benefits of the Standard Set plus two Nail Spotters for professional finishing of screws, and an additional pump that saves on fill up time.</strong> This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT 2"" EZ Clean™ Nailspotter NS02TT 3"" EZ Clean™ Nailspotter NS03TT 2 - Loading Pumps 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFA-TT 3 - Extendable Handles XHTT 2 - Flat Box Xtender Handles 88TTE</p>","TapeTech Pro Performance Set TTPPS All the benefits of the Standard Set plus two Nail Spotters for professional finishing of screws, and an additional",Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTPPS-EF,TTPPS-EF,TapeTech Pro Performance Easy Finish Set TTPPS-EF,"<p><strong>Description TapeTech Pro Performance Easy Finish Set TTPPS-EF the most complete set of tools available.</strong> This kit features Power Assist boxes and extendable handles. This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT 10″ PowerAssist MaxxBox PAHC10 12″ PowerAssist MaxxBox PAHC12 Corner Roller 15TTE 2.5″ Corner Finisher 42TT 3″ EZ Roll™ Adjustable Corner Finisher 48TT 2″ EZ Clean™ Nailspotter NS02TT 3″ EZ Clean™ Nailspotter NS02TT MudRunner Applicator 14TT 2 – Loading Pumps 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFA-TT 3 – Extendable Handles XHTT 2 – Flat Box Xtender Handles 88TTE</p>",Description TapeTech Pro Performance Easy Finish Set TTPPS-EF the most complete set of tools available. This kit features Power Assist boxes and exten,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTPSS,TTPSS,TapeTech Professional Starter Set TTPSS,"<p><strong>TapeTech Professional Starter Set TTPSS The most popular TapeTech set of drywall taping tools.</strong> Everything you need to get your drywall job taped and finished Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings 5 Year TapeTech Warranty Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT Loading Pump 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFA-TT 2 - Extendable Handles XHTT 42"" FLat Box Handle 8042TT</p>",TapeTech Professional Starter Set TTPSS The most popular TapeTech set of drywall taping tools. Everything you need to get your drywall job taped and f,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTSFS,TTSFS,TapeTech Standard Full Set TTSFS,"<p><strong>TapeTech Standard Full Set TTSFS All the benefits of the Starter Set plus an additional corner finisher head for perfect corner finishing.</strong> This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT Loading Pump 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFATT 42"" Flat Box Handle 8042TT 2 - Extendable Handles XHTT</p>",TapeTech Standard Full Set TTSFS All the benefits of the Starter Set plus an additional corner finisher head for perfect corner finishing. This TapeTe,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,TTSFS-2,TTSFS-2,TapeTech Standard Full Set with 2 Pumps TTSFS-2,"<p><strong>TapeTech Standard Full Set with 2 Pumps TTSFS-2 All the benefits of the Starter Set plus an extra Bazooka Pump to help you get the job done faster and more efficiently.</strong> This TapeTech set is pre-configured with the most popular size options, and is a great choice for any professional drywall finisher. It has everything you need for taping and finishing drywall. Functions: Applies tape and compound to wall, ceiling and corner joints Finishes joints on walls and ceilings Finishes inside corners of walls and ceilings Finishes dimples created by fasteners Includes: EZ Clean™ Automatic Taper 07TT 10"" EZ Clean™ Flat Box EZ10TT 12"" EZ Clean™ Flat Box EZ12TT Corner Roller 15TTE 2.5"" Corner Finisher 42TT 3"" EZ Roll™ Adjustable Corner Finisher 48TT 8"" Corner Applicator CA08TT 2- Loading Pumps 76TT Gooseneck 85TT Flat Box Filler 90TT Corner Finisher Adaptor CFATT 42"" Flat Box Handle 8042TT 2 - Extendable Handles XHTT</p>",TapeTech Standard Full Set with 2 Pumps TTSFS-2 All the benefits of the Starter Set plus an extra Bazooka Pump to help you get the job done faster and,Drywall Finishing Tools > TapeTech > Tool Sets & Bundles
TapeTech,simple,VGAUGE180,VGAUGE180,"TapeTech VGAUGE180 7"" Gauging Trowel","<p><strong>This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas.</strong> The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.</p>",This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel bl,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
TapeTech,simple,VGAUGE200,VGAUGE200,"TapeTech VGAUGE200 8"" Gauging Trowel","<p><strong>This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas.</strong> The high carbon tempered steel blade provides enhanced toughness, durability and performance compared to standard high carbon steel trowels. The distinct V-shaped back and broad rounded tip is perfect for replacing damaged mortar and stucco or to patch concrete. Features the TapeTech ProSoft grip for all-day comfort and reduced fatigue.</p>",This round-nose trowel is ideal for mixing small amounts of material and applying stucco and EIFS in confined areas. The high carbon tempered steel bl,Drywall Finishing Tools > TapeTech > Taping Knives & Trowels
